Race,Gender,Ethnicity,BeginDate,EndDate,LOS,AA,Wellness,SSM,VITotal,VIFamily,VISingle,VIHistory,VIRisk,VIDaily,VIWellness,VIFamilyUnit,Outcome,HousingPlacement,Family,JobPlacement,JobTraining,CriminalHistory,Issues,ChronicHomeless,CaseMgmt,PartnerServices,Recidivism,AgeEntry,AgeExit,IssueScore,CrimeScore,Exit,EarnedExit,BenefitsExit,PSH,HPOutcome
0,1,0,5/13/2014,8/8/2014,87,0,0,-99,6,0,0,0,2,3,1,0,-1,0,0,0,0,1,1,0,3,0,0,29,29,24,1,0,0,0,0,0
0,0,0,4/2/2013,4/5/2013,3,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,0,1,0,1,1,33,33,0,1,0,0,0,0,0
0,1,1,4/2/2013,4/18/2013,16,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,0,2,0,29,29,8,5,0,0,0,0,0
0,0,0,5/15/2013,1/16/2014,246,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,0,1,1,26,15,0,44,45,17,0,1200,1200,0,1,1
0,1,1,4/2/2013,7/2/2013,91,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,1,1,1,0,0,3,0,23,23,10,1,0,0,0,0,1
0,0,0,4/3/2013,12/11/2013,252,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,1,0,1,0,33,32,1,37,38,11,0,0,0,0,0,0
0,0,1,4/3/2013,6/6/2013,64,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,1,0,0,0,1,0,6,0,0,26,26,3,0,1000,1000,0,0,0
1,1,0,5/17/2013,8/7/2013,82,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,12,0,1,27,27,8,0,0,0,0,0,0
1,1,0,4/3/2013,5/16/2013,43,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,0,0,8,7,0,56,56,0,3,800,0,0,0,0
0,0,0,4/4/2013,6/11/2013,68,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,1,0,1,0,6,0,56,56,0,4,0,0,0,0,1
0,1,0,4/8/2013,8/15/2013,129,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,2,0,0,49,49,0,1,0,0,1,0,0
0,1,1,4/5/2013,1/5/2014,275,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,0,0,20,4,0,61,61,0,3,0,0,0,0,0
1,1,0,8/12/2014,9/3/2014,22,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,1,0,0,0,49,49,4,0,0,0,1,0,0
1,0,0,5/23/2013,9/21/2013,121,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,0,0,1,0,14,1,1,23,24,10,0,0,0,0,0,0
0,1,1,4/8/2013,7/8/2013,91,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,1,1,1,0,0,3,0,56,56,13,7,0,0,0,0,1
0,1,1,4/8/2013,4/8/2013,0,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,0,0,1,27,27,4,0,0,0,0,0,0
0,1,1,4/8/2013,4/9/2013,1,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,0,1,0,48,48,24,1,0,0,0,0,0
0,0,1,10/2/2013,10/7/2013,5,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,1,0,28,28,0,0,0,0,0,0,0
0,0,1,8/22/2013,10/10/2013,49,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,2,1,30,31,36,3,0,0,1,0,0
1,1,0,5/21/2013,6/3/2013,13,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,0,0,39,39,5,0,0,0,0,0,0
0,1,1,4/9/2013,9/9/2013,153,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,1,1,1,1,0,4,37,0,46,47,4,5,800,800,0,0,0
0,0,1,12/17/2013,4/24/2014,128,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,0,10,1,34,34,25,1,0,0,1,0,0
0,1,0,5/2/2013,6/26/2013,55,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,1,0,1,0,0,4,0,30,30,13,0,0,0,0,0,1
0,1,0,4/17/2013,5/12/2013,25,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,0,8,1,58,58,4,0,0,0,0,0,0
0,1,0,5/9/2013,7/14/2013,66,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,1,1,1,0,4,0,0,49,49,5,1,0,0,1,0,0
0,1,0,4/10/2013,5/31/2013,51,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,0,1,0,0,4,1,46,46,13,0,0,0,0,0,1
0,1,1,4/10/2013,7/18/2013,99,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,1,0,1,0,0,3,0,48,48,7,0,0,0,0,0,0
1,0,0,4/11/2013,10/11/2013,183,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,1,1,1,0,22,48,0,47,48,6,4,0,0,0,0,1
0,1,0,4/19/2013,12/5/2013,230,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,1,1,0,12,2,0,53,54,5,3,1630,700,0,0,1
0,1,0,8/29/2013,9/13/2013,15,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,1,1,65,65,14,0,0,0,0,0,0
0,0,1,4/11/2013,7/14/2013,94,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,0,14,0,30,30,14,1,0,0,0,0,0
0,1,1,4/11/2013,4/12/2013,1,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,0,0,0,34,34,8,6,0,0,0,0,0
0,0,0,4/12/2013,5/28/2013,46,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,0,4,0,27,27,11,6,0,0,0,0,0
0,1,0,5/15/2013,9/19/2013,127,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,1,0,0,23,1,47,48,33,0,0,0,0,0,1
0,1,1,8/16/2013,11/21/2013,97,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,1,0,2,0,55,56,0,0,0,0,0,0,0
0,1,1,4/15/2013,5/10/2013,25,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,0,1,1,42,42,22,1,0,0,0,0,0
0,0,1,4/26/2013,4/21/2014,360,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,1,0,0,0,1,0,40,15,0,18,19,6,0,0,0,1,0,1
0,1,1,7/8/2014,10/8/2014,92,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,1,0,1,1,0,0,1,0,33,33,8,9,0,0,0,0,1
0,1,1,5/28/2013,11/18/2013,174,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,0,1,1,1,6,3,1,55,55,10,1,2000,2000,0,0,0
0,0,0,4/16/2013,5/26/2013,40,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,4,1,1,50,50,19,2,0,0,1,0,0
0,1,1,4/16/2013,4/23/2013,7,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,0,0,0,9,1,51,51,0,1,0,0,0,0,0
0,1,0,4/16/2013,4/17/2013,1,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,0,7,0,25,25,12,4,0,0,0,0,0
0,0,0,3/5/2014,3/17/2014,12,0,0,-99,7,0,0,1,1,2,3,0,-1,0,0,0,0,1,1,1,1,0,1,36,36,28,6,0,0,0,0,0
0,1,1,5/2/2013,10/5/2014,521,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,0,1,1,0,32,4,1,42,43,26,1,1600,800,0,0,1
1,1,0,4/18/2013,6/6/2013,49,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,1,0,8,0,0,61,61,2,0,0,0,1,0,1
1,1,0,5/6/2013,1/11/2014,250,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,0,0,1,0,34,1,1,23,24,19,0,0,0,0,0,0
1,1,0,5/28/2013,12/30/2013,216,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,1,1,1,10,11,1,33,33,23,1,1800,1800,0,0,1
1,1,0,6/6/2013,4/21/2014,319,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,1,0,0,0,0,1,0,14,13,0,54,55,1,0,1072.52,1072.52,0,0,0
0,1,0,4/19/2013,11/19/2013,214,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,0,1,0,9,2,0,27,28,4,0,1500,1500,0,0,1
0,0,1,2/7/2014,11/12/2014,278,0,0,-99,8,-99,-99,2,2,2,1,1,1,1,1,1,0,1,1,1,14,24,0,23,23,49,1,800,800,2,0,1
0,1,1,1/22/2014,2/28/2014,37,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,1,0,1,0,53,53,0,0,0,0,0,0,0
0,1,1,6/25/2014,7/18/2014,23,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,1,0,0,0,1,40,40,6,0,3640,3640,0,0,1
0,1,1,4/23/2013,7/16/2013,84,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,1,0,1,0,0,30,0,40,41,4,0,1200,1200,0,0,1
1,1,0,4/24/2013,6/21/2014,423,0,0,-99,2,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,27,4,0,20,21,0,0,1594.66,1594.66,0,1,1
0,1,1,5/14/2013,1/27/2014,258,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,1,1,0,2,5,0,48,49,5,1,1100,0,0,0,1
0,1,0,6/26/2013,12/23/2013,180,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,13,1,0,28,28,27,3,1200,1200,0,0,0
0,1,0,4/24/2013,7/28/2013,95,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,0,8,0,50,50,4,0,0,0,0,0,0
0,0,0,4/25/2013,11/1/2013,190,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,0,1,1,0,14,32,1,53,54,16,3,400,400,1,0,1
0,1,0,5/10/2013,12/9/2013,213,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,0,1,0,1,0,50,51,0,0,710,0,0,0,1
0,1,1,4/26/2013,3/14/2014,322,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,1,1,0,0,8,28,0,28,29,0,3,500,500,0,1,1
1,0,0,4/29/2013,9/16/2013,140,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,0,0,1,0,19,0,0,41,41,3,0,2030,2030,1,0,1
0,1,1,7/15/2013,10/30/2013,107,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,0,0,0,3,1,26,26,0,5,0,0,0,0,0
0,1,1,9/30/2013,4/23/2014,205,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,1,1,1,0,2,0,49,50,18,3,919,0,0,0,1
0,1,0,10/23/2013,11/5/2013,13,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,1,0,35,35,31,2,0,0,0,0,0
0,1,1,5/29/2013,3/16/2014,291,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,0,1,1,0,13,6,0,38,39,15,3,1500,1500,0,0,1
0,1,0,4/29/2013,5/2/2013,3,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,2,0,0,30,30,0,0,3200,3200,0,0,0
0,1,1,5/8/2013,8/13/2013,97,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,0,1,0,0,9,0,40,41,8,0,0,0,0,0,1
0,1,0,5/10/2013,9/25/2014,503,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,1,0,1,1,0,11,10,0,31,32,4,4,0,0,0,1,0
0,0,0,10/28/2013,11/4/2013,7,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,0,0,0,0,38,38,7,6,0,0,0,0,0
0,0,1,3/14/2014,5/15/2014,62,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,1,0,1,0,27,27,18,0,0,0,0,0,0
0,0,1,5/24/2013,7/15/2013,52,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,6,13,0,36,36,25,3,0,0,1,0,0
0,1,1,5/6/2013,6/6/2013,31,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,8,1,0,18,18,14,1,0,0,0,0,0
0,0,0,5/29/2013,8/5/2013,68,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,0,0,1,0,6,0,1,21,21,15,0,0,0,0,0,0
0,1,0,7/16/2013,12/3/2013,140,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,1,1,1,0,0,0,51,51,15,1,890,0,2,0,1
0,1,1,5/6/2013,9/6/2013,123,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,0,1,1,0,4,6,1,47,48,12,1,2500,2500,0,0,0
1,0,1,10/30/2014,11/1/2014,2,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,0,0,0,26,26,19,0,0,0,0,0,0
0,1,1,5/6/2013,8/2/2013,88,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,0,8,0,29,30,8,0,0,0,0,0,0
0,1,0,7/17/2013,4/15/2014,272,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,1,0,1,1,19,12,0,58,58,15,0,1400,1400,0,0,1
1,0,0,6/14/2013,10/26/2013,134,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,0,0,1,1,0,5,25,0,28,29,5,2,1600,1300,0,0,1
0,1,1,1/8/2014,3/24/2014,75,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,1,0,2,1,56,56,6,1,0,0,0,0,0
0,0,1,5/8/2013,3/2/2014,298,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,0,1,0,6,3,0,30,30,6,0,1500,1500,0,1,1
0,1,1,2/17/2014,4/7/2014,49,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,1,0,0,0,27,27,3,1,0,0,0,0,0
1,1,0,5/8/2013,7/30/2013,83,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,0,1,0,0,5,0,0,41,41,0,1,0,0,0,0,0
0,0,1,7/10/2013,8/8/2013,29,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,32,0,26,26,20,1,0,0,0,0,0
0,1,0,5/9/2013,8/6/2013,89,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,1,0,13,1,54,55,24,0,0,0,0,0,0
1,1,0,6/20/2013,8/21/2013,62,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,4,3,0,42,42,0,0,0,0,0,0,0
0,0,0,5/13/2013,7/17/2013,65,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,1,1,0,10,0,0,31,31,29,3,0,0,0,0,1
0,1,1,5/10/2013,7/30/2013,81,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,0,2,0,41,41,8,0,0,0,0,0,0
1,0,0,5/28/2013,4/26/2014,333,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,0,0,0,1,0,30,35,0,27,28,0,0,400,0,0,0,1
0,1,1,6/14/2013,1/23/2015,588,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,1,1,1,35,10,0,65,67,10,4,700,0,1,0,1
0,1,0,7/23/2013,10/21/2013,90,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,8,0,0,36,36,4,3,2000,2000,0,0,0
0,0,0,5/31/2013,9/11/2013,103,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,1,0,1,1,0,2,35,0,35,35,25,1,0,0,0,0,1
1,1,0,5/14/2013,6/11/2013,28,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,0,0,2,0,0,42,42,0,0,0,0,0,0,0
0,1,1,5/20/2013,5/20/2013,0,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,0,0,1,50,50,4,0,0,0,0,0,0
0,1,0,5/17/2013,5/29/2013,12,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,0,13,0,41,41,4,4,0,0,0,0,0
0,1,0,7/8/2013,10/10/2014,459,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,1,1,0,13,15,0,62,63,11,1,1200,0,0,1,1
1,0,0,5/16/2013,8/27/2013,103,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,1,0,0,0,8,0,0,24,24,0,0,0,0,0,0,0
1,1,0,8/2/2013,1/31/2014,182,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,0,0,1,0,14,2,1,39,40,1,0,754,754,0,0,1
1,1,0,6/14/2013,8/20/2013,67,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,1,1,0,0,19,0,57,57,5,2,800,0,0,0,1
0,0,1,5/20/2013,4/23/2014,338,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,1,0,1,0,36,10,1,40,40,5,0,0,0,0,0,0
1,1,0,5/20/2013,9/17/2013,120,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,1,1,0,0,6,0,26,26,18,4,0,0,0,0,1
0,1,1,5/20/2013,6/23/2013,34,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,9,1,26,26,13,2,0,0,0,0,0
0,1,0,5/30/2013,12/24/2013,208,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,0,0,1,1,6,5,1,49,49,25,0,1500,1500,0,0,0
0,0,0,6/19/2013,7/8/2013,19,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,2,0,1,29,30,50,4,0,0,0,0,0
0,0,0,5/21/2013,8/13/2013,84,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,0,1,0,0,33,0,25,26,10,0,0,0,0,0,1
0,1,0,5/23/2013,10/1/2014,496,0,0,-99,3,0,0,0,1,0,2,0,1,1,0,0,0,1,1,0,47,0,0,56,57,3,1,0,0,0,1,1
0,1,0,5/22/2013,9/29/2014,495,0,0,-99,5,0,0,0,2,1,2,0,-1,0,0,0,0,0,1,0,63,11,0,18,20,0,0,721,0,1,0,0
0,1,0,5/22/2013,8/17/2013,87,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,1,1,0,0,18,1,19,19,11,3,0,0,0,0,1
1,0,0,5/23/2013,6/9/2013,17,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,7,0,0,40,40,13,0,4000,0,1,0,0
0,0,0,5/24/2013,6/27/2013,34,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,3,1,1,29,29,42,0,0,0,0,0,0
1,0,0,5/23/2013,7/9/2013,47,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,0,0,0,3,0,47,47,0,0,0,0,0,0,0
1,1,0,6/11/2013,11/30/2013,172,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,1,1,1,0,44,0,56,56,22,2,467,0,3,0,1
1,0,0,5/23/2013,6/9/2013,17,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,5,0,0,18,18,0,0,500,0,0,0,0
0,0,0,5/24/2013,8/8/2013,76,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,1,0,10,5,0,55,55,6,0,0,0,0,0,1
0,1,0,5/24/2013,8/3/2013,71,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,0,1,1,0,5,0,56,56,4,0,0,0,0,0,1
0,1,1,4/4/2014,5/3/2014,29,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,0,0,0,1,31,31,17,1,0,0,0,0,0
0,0,0,5/28/2013,1/5/2014,222,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,1,0,1,0,21,6,0,48,49,15,0,600,600,0,0,1
0,0,0,8/12/2013,5/27/2014,288,0,0,-99,4,0,1,0,0,1,2,0,1,1,0,0,0,0,1,0,32,58,0,60,61,4,0,721,0,2,1,1
1,0,0,5/28/2013,5/28/2013,0,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,1,0,0,1,43,43,11,0,0,0,0,0,0
0,0,1,6/12/2013,4/3/2014,295,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,0,0,0,1,0,23,18,0,38,39,19,0,164,0,1,0,1
0,1,0,5/28/2013,6/2/2013,5,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,1,1,28,28,4,1,0,0,0,0,0
0,0,0,5/29/2013,4/1/2014,307,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,0,0,1,1,1,35,33,0,37,37,24,3,721,0,0,0,1
0,1,0,2/26/2014,8/8/2014,163,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,1,1,1,1,5,0,0,55,56,15,1,1500,0,0,1,1
0,1,1,5/30/2013,10/21/2013,144,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,1,1,1,1,0,5,5,1,25,26,2,4,0,0,0,0,0
0,1,1,3/18/2014,3/24/2014,6,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,1,0,0,0,24,24,32,0,0,0,0,0,0
0,1,1,2/6/2014,4/12/2014,65,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,1,1,1,0,11,1,46,46,3,6,0,0,0,0,1
0,1,1,12/2/2013,12/24/2013,22,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,1,0,11,0,36,36,4,1,0,0,0,0,0
1,0,0,6/3/2013,12/12/2013,192,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,0,1,0,15,4,0,48,49,7,0,1600,1600,0,0,1
0,0,0,6/3/2013,9/23/2013,112,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,1,0,1,0,1,1,1,4,26,1,24,25,16,2,1400,1400,0,0,0
0,1,1,8/15/2013,5/14/2014,272,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,1,1,1,1,0,15,1,46,47,20,3,0,0,0,0,1
0,1,1,6/3/2013,12/1/2013,181,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,0,1,1,0,6,8,1,28,29,9,1,1300,1300,0,0,1
0,0,0,7/9/2013,10/21/2013,104,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,0,1,28,1,52,52,17,0,0,0,1,0,0
0,1,1,6/4/2013,6/19/2013,15,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,1,1,26,26,34,5,0,0,0,0,0
0,0,1,6/4/2013,6/20/2013,16,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,1,0,10,0,39,39,8,1,0,0,0,0,0
0,0,1,6/4/2013,6/18/2013,14,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,0,0,3,0,0,29,29,0,0,0,0,0,0,0
0,1,0,6/5/2013,8/16/2013,72,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,1,0,3,0,33,33,12,4,0,0,0,0,0
1,0,0,6/5/2013,7/3/2013,28,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,0,0,0,16,0,26,26,0,0,0,0,0,0,0
0,1,0,7/16/2013,10/14/2013,90,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,1,0,2,0,64,64,5,6,0,0,0,0,0
1,1,0,3/10/2014,6/24/2014,106,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,0,1,1,0,0,0,52,52,42,0,741,0,2,0,1
0,1,1,6/7/2013,6/8/2013,1,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,0,1,1,0,0,0,34,34,21,0,0,0,0,0,0
0,0,1,6/19/2013,11/8/2013,142,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,1,0,0,0,1,1,16,5,0,36,36,8,0,25000,25000,0,0,1
0,1,1,6/19/2013,11/8/2013,142,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,1,1,0,0,0,0,7,0,0,41,41,0,0,0,0,0,0,1
0,0,0,6/11/2013,9/11/2013,92,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,1,0,0,17,0,36,37,8,0,0,0,0,0,0
0,1,1,8/6/2013,10/2/2013,57,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,1,0,1,1,42,42,9,7,0,0,0,0,0
0,1,0,1/13/2014,2/7/2014,25,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,1,0,45,45,0,0,0,0,0,0,0
0,1,0,6/10/2013,6/24/2013,14,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,0,0,0,0,1,1,0,0,1,0,36,36,6,3,0,0,0,0,0
0,0,1,6/10/2013,9/26/2013,108,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,0,0,36,0,54,55,14,1,0,0,0,0,0
